mean_reward,convergence_episode,last_mean_reward,evals
163.05524861878453,160.0,261.18,190
138.56338028169014,205.0,221.5,190
101.3013698630137,,193.76,190
114.31538461538462,254.0,217.86,190
142.06666666666666,202.0,228.52,190
83.82768361581921,,152.65,190
168.84571428571428,161.0,245.1,190
111.52434456928839,266.0,195.01,190
174.78823529411764,112.0,266.31,190
158.89304812834226,178.0,224.29,190
58.03488372093023,,105.69,190
172.0287356321839,161.0,236.1,190
114.83846153846154,256.0,201.04,190
143.6183574879227,195.0,252.57,190
159.66310160427807,174.0,245.35,190
175.73529411764707,150.0,256.65,190
182.1840490797546,150.0,233.29,190
156.1675392670157,148.0,247.04,190
146.48039215686273,136.0,235.9,190
172.62209302325581,155.0,272.83,190
141.75238095238095,,121.58,190
37.96192893401015,,79.17,190
136.40552995391704,208.0,234.92,190
37.592731829573935,160.0,9.26,190
177.96385542168676,149.0,260.13,190
