mean_reward,convergence_episode,last_mean_reward,evals
203.08275862068965,117.0,284.74,190
177.70909090909092,113.0,207.2,190
225.03053435114504,99.0,279.65,190
240.89344262295083,99.0,289.37,190
174.23076923076923,140.0,254.87,190
177.69277108433735,119.0,205.45,190
217.45925925925926,99.0,279.9,190
201.6875,123.0,267.35,190
215.23529411764707,103.0,272.18,190
219.28571428571428,107.0,283.02,190
193.6291390728477,113.0,265.71,190
213.7536231884058,104.0,274.06,190
205.5,112.0,264.59,190
188.72435897435898,119.0,240.46,190
185.9171974522293,132.0,254.34,190
142.6893203883495,169.0,254.64,190
168.82558139534885,143.0,252.15,190
206.4055944055944,118.0,270.95,190
190.18709677419355,128.0,246.51,190
163.2277777777778,159.0,276.81,190
204.83333333333334,122.0,276.16,190
202.61111111111111,101.0,276.98,190
121.12916666666666,,133.1,190
163.2,157.0,279.19,190
212.6014492753623,110.0,267.43,190
