mean_reward,convergence_episode,last_mean_reward,evals
187.54088050314465,129.0,253.09,177
203.34246575342465,119.0,243.59,177
201.5,116.0,266.08,177
143.8653846153846,118.0,141.25,177
216.97101449275362,115.0,283.8,177
188.31446540880503,133.0,262.7,177
186.8238993710692,135.0,250.23,177
181.5121951219512,158.0,212.05,177
253.10256410256412,99.0,292.56,177
238.936,104.0,284.53,177
147.85643564356437,198.0,205.59,177
232.3984375,104.0,289.09,177
130.1315789473684,,134.94,177
220.52238805970148,109.0,284.42,177
263.89285714285717,99.0,292.7,177
190.36942675159236,141.0,249.86,177
171.2528735632184,165.0,233.92,177
191.21290322580646,131.0,274.31,177
221.07462686567163,114.0,285.66,177
174.16860465116278,159.0,228.95,177
163.33333333333334,165.0,225.75,177
261.7631578947368,99.0,294.69,177
222.09701492537314,109.0,285.94,177
140.67136150234742,164.0,198.8,177
235.48031496062993,102.0,291.38,177
