mean_reward,convergence_episode,last_mean_reward,evals
176.70481927710844,129.0,238.48,213
201.77241379310345,115.0,246.56,213
196.67549668874173,108.0,248.89,213
210.63309352517985,99.0,276.87,213
187.7388535031847,137.0,253.25,213
175.31360946745562,99.0,186.83,213
193.43421052631578,100.0,267.39,213
236.25,99.0,287.61,213
165.2849162011173,153.0,237.82,213
142.14832535885168,,185.15,213
155.0952380952381,,172.03,213
191.93548387096774,123.0,230.78,213
149.7070707070707,,183.19,213
144.83414634146342,,185.45,213
185.44375,128.0,228.53,213
167.54285714285714,138.0,173.74,213
120.22540983606558,,106.74,213
215.34057971014494,99.0,273.04,213
195.56578947368422,126.0,248.18,213
194.3202614379085,114.0,254.05,213
207.68309859154928,104.0,275.69,213
237.92,99.0,290.75,213
177.80239520958085,120.0,232.64,213
167.27683615819208,162.0,200.45,213
170.70114942528735,125.0,188.33,213
