mean_reward,convergence_episode,last_mean_reward,evals
121.3061224489796,222,235.58,189
128.1802575107296,210,246.14,189
131.4203539823009,207,251.93,189
124.418410041841,221,241.6,189
141.31428571428572,177,247.3,189
128.63362068965517,208,244.83,189
124.42083333333333,215,242.59,189
121.76639344262296,224,229.79,189
128.3047210300429,215,247.97,189
116.29249011857708,238,222.64,189
121.5609756097561,220,234.18,189
128.57758620689654,211,246.21,189
131.58149779735683,196,253.66,189
126.37288135593221,218,247.24,189
133.4394618834081,204,249.45,189
120.54838709677419,227,229.89,189
127.55982905982906,216,238.87,189
131.28444444444443,206,254.43,189
130.2511013215859,204,245.13,189
127.52155172413794,212,252.68,189
132.62780269058297,205,251.51,189
137.32718894009216,198,256.49,189
115.88235294117646,242,241.74,189
126.88841201716738,211,250.89,189
134.8909090909091,201,248.82,189
