mean_reward,convergence_episode,last_mean_reward,evals
146.62871287128712,184,244.97,201
151.0761421319797,174,255.49,201
151.91237113402062,175,254.66,201
163.9060773480663,146,252.23,201
162.23204419889504,151,246.99,201
139.33802816901408,173,222.86,201
137.8564814814815,201,226.19,201
143.6231884057971,159,205.34,201
143.79126213592232,169,225.72,201
158.5027027027027,158,252.13,201
146.74752475247524,186,218.23,201
142.87922705314008,187,219.57,201
145.14285714285714,183,228.25,201
127.73390557939913,228,197.1,201
156.32631578947368,169,255.6,201
151.40721649484536,175,214.11,201
162.37362637362637,166,251.47,201
158.36559139784947,165,230.13,201
144.77941176470588,177,235.33,201
147.46534653465346,171,224.46,201
146.78217821782178,182,245.29,201
138.9811320754717,187,232.55,201
153.40104166666666,169,243.35,201
151.73333333333332,154,249.45,201
136.12844036697248,211,198.08,201
