mean_reward,convergence_episode,last_mean_reward,evals
233.2109375,107.0,288.09,190
235.0551181102362,106.0,289.26,190
183.74074074074073,143.0,255.09,190
289.61764705882354,99.0,295.05,190
180.97575757575757,99.0,224.98,190
240.50806451612902,103.0,292.83,190
210.41549295774647,119.0,281.31,190
247.11570247933884,99.0,293.15,190
128.8448275862069,,176.16,190
196.01315789473685,120.0,243.82,190
216.4855072463768,117.0,286.97,190
108.64835164835165,272.0,195.69,190
169.90857142857143,163.0,242.38,190
76.78461538461538,,85.82,190
164.04395604395606,175.0,215.2,190
216.37226277372264,105.0,275.13,190
237.52380952380952,105.0,292.03,190
174.75882352941176,138.0,223.69,190
120.4493927125506,,170.11,190
237.79365079365078,99.0,287.89,190
131.25438596491227,,109.93,190
150.22727272727272,,189.79,190
280.6792452830189,99.0,296.59,190
222.78358208955223,113.0,274.58,190
222.5639097744361,113.0,285.75,190
