mean_reward,convergence_episode,last_mean_reward,evals
220.94814814814814,114.0,279.57,190
258.16379310344826,99.0,292.93,190
186.525,135.0,271.38,190
238.53225806451613,104.0,286.13,190
231.92248062015503,104.0,289.72,190
230.15503875968992,102.0,287.84,190
174.53254437869822,151.0,258.48,190
267.3482142857143,99.0,295.46,190
207.1118881118881,123.0,280.87,190
228.6124031007752,106.0,281.01,190
245.35537190082644,100.0,291.84,190
299.22222222222223,,,190
189.06962025316454,142.0,227.63,190
212.18705035971223,119.0,273.7,190
168.46067415730337,163.0,250.59,190
247.36363636363637,99.0,291.0,190
169.85795454545453,157.0,247.48,190
218.88970588235293,107.0,289.01,190
212.5107913669065,120.0,268.91,190
210.02836879432624,115.0,287.14,190
226.5648854961832,109.0,281.59,190
225.83969465648855,106.0,280.84,190
248.25,99.0,292.21,190
271.04587155963304,99.0,293.23,190
263.353982300885,99.0,293.48,190
