mean_reward,convergence_episode,last_mean_reward,evals
192.55555555555554,131.0,280.79,252
158.35294117647058,153.0,255.12,252
223.46969696969697,107.0,288.05,252
181.15432098765433,140.0,274.53,252
147.825,166.0,214.33,252
208.90070921985816,114.0,285.67,252
198.65540540540542,126.0,281.37,252
204.0,119.0,280.37,252
179.02439024390245,142.0,277.04,252
200.77551020408163,110.0,279.96,252
159.375,158.0,234.82,252
161.01639344262296,152.0,246.03,252
141.8640776699029,187.0,223.13,252
146.76616915422886,185.0,218.27,252
170.20231213872833,147.0,263.56,252
179.08536585365854,135.0,273.15,252
206.4718309859155,122.0,277.92,252
192.8562091503268,122.0,279.74,252
193.44736842105263,126.0,280.2,252
174.3452380952381,141.0,270.44,252
130.36123348017622,,170.9,252
188.1346153846154,133.0,278.74,252
142.32038834951456,177.0,208.18,252
140.46190476190475,175.0,216.58,252
207.03496503496504,113.0,285.25,252
