mean_reward,convergence_episode,last_mean_reward,evals
223.3939393939394,102.0,285.15,228
232.28125,99.0,288.2,228
166.52272727272728,135.0,213.84,228
161.18579234972677,170.0,217.04,228
171.16184971098266,,189.41,228
220.0,101.0,277.99,228
188.01898734177215,120.0,261.51,228
180.0121951219512,125.0,254.33,228
226.41538461538462,104.0,287.72,228
140.93333333333334,,175.33,228
195.7,124.0,267.12,228
131.64888888888888,,143.33,228
197.38,127.0,273.83,228
222.81203007518798,99.0,282.71,228
192.8961038961039,115.0,259.75,228
206.80985915492957,120.0,272.16,228
125.87124463519314,,150.57,228
215.20437956204378,106.0,283.88,228
260.67543859649123,99.0,293.12,228
220.76865671641792,105.0,273.39,228
182.50310559006212,132.0,260.21,228
175.71005917159763,152.0,227.77,228
234.57142857142858,99.0,285.99,228
199.5503355704698,123.0,275.44,228
189.2948717948718,136.0,247.03,228
