mean_reward,convergence_episode,last_mean_reward,evals
174.18235294117648,156,244.43,190
185.12962962962962,138,277.76,190
188.10759493670886,139,273.25,190
251.47899159663865,99,294.28,190
204.96575342465752,126,287.83,190
213.15,120,284.41,190
245.04098360655738,101,293.45,190
244.0,99,290.39,190
188.22012578616352,139,278.19,190
177.92215568862275,146,259.61,190
223.96212121212122,111,285.77,190
265.13274336283183,99,294.86,190
180.1090909090909,148,248.05,190
203.98639455782313,123,290.02,190
194.3921568627451,133,283.16,190
235.2755905511811,106,292.07,190
183.9751552795031,143,267.88,190
183.52147239263803,144,281.04,190
209.45390070921985,122,273.49,190
201.14285714285714,128,264.98,190
202.53378378378378,127,286.69,190
187.43396226415095,140,281.88,190
255.94871794871796,99,295.52,190
229.48461538461538,109,290.31,190
194.07894736842104,133,282.01,190
