mean_reward,convergence_episode,last_mean_reward,evals
131.76785714285714,,173.15,190
189.10828025477707,140.0,256.11,190
157.4126984126984,180.0,227.19,190
188.126582278481,143.0,249.4,190
193.9607843137255,116.0,236.29,190
243.81967213114754,100.0,291.77,190
228.14503816793894,108.0,280.76,190
192.57142857142858,127.0,253.24,190
171.9022988505747,145.0,241.64,190
150.60406091370558,,169.99,190
230.19379844961242,108.0,286.09,190
144.82038834951456,,165.83,190
197.61333333333334,133.0,264.02,190
203.50344827586207,110.0,253.95,190
177.23353293413174,143.0,258.99,190
195.7682119205298,111.0,252.74,190
132.34070796460176,,159.49,190
211.87769784172662,120.0,266.51,190
195.79605263157896,135.0,261.69,190
184.61111111111111,146.0,244.92,190
165.78333333333333,166.0,232.33,190
163.05524861878453,173.0,219.71,190
141.3649289099526,151.0,147.32,190
201.1891891891892,130.0,260.01,190
175.21176470588236,156.0,232.36,190
