mean_reward,convergence_episode,last_mean_reward,evals
229.56589147286823,103.0,284.34,180
192.11612903225807,125.0,250.86,180
166.23888888888888,159.0,220.1,180
205.13793103448276,116.0,267.86,180
168.03954802259886,106.0,180.81,180
160.08648648648648,,194.49,180
210.27464788732394,116.0,271.68,180
173.75581395348837,125.0,202.16,180
169.375,157.0,200.56,180
220.13432835820896,104.0,285.73,180
144.16585365853658,,184.16,180
211.18571428571428,113.0,267.06,180
210.5744680851064,111.0,270.26,180
209.2605633802817,110.0,262.71,180
161.72677595628414,117.0,179.88,180
194.61184210526315,129.0,259.18,180
240.76612903225808,99.0,289.4,180
145.29064039408868,200.0,204.04,180
179.47878787878787,138.0,225.93,180
149.07070707070707,,134.57,180
158.62765957446808,,190.85,180
159.79679144385025,150.0,205.29,180
155.9633507853403,156.0,205.87,180
178.99397590361446,133.0,225.95,180
208.06338028169014,112.0,277.35,180
