mean_reward,convergence_episode,last_mean_reward,evals
199.1208053691275,128,267.98,207
200.40268456375838,117,252.99,207
211.5886524822695,99,255.75,207
171.38372093023256,161,225.58,207
167.75280898876406,142,245.06,207
253.99137931034483,99,290.23,207
250.7310924369748,99,292.26,207
221.3925925925926,110,276.02,207
207.38028169014083,122,262.75,207
187.9235668789809,120,269.5,207
236.848,103,285.12,207
235.424,99,286.65,207
217.26470588235293,104,277.64,207
164.1049723756906,144,236.43,207
201.97972972972974,122,264.42,207
225.92424242424244,99,263.04,207
240.3790322580645,99,292.61,207
220.40740740740742,112,276.01,207
199.4228187919463,116,257.4,207
207.0625,105,271.12,207
189.71794871794873,128,235.24,207
226.62878787878788,99,285.03,207
169.40804597701148,158,229.47,207
247.01666666666668,99,288.11,207
237.98387096774192,101,286.88,207
