mean_reward,convergence_episode,last_mean_reward,evals
112.29213483146067,,155.87,183
140.00467289719626,183.0,221.56,183
126.52742616033755,,98.89,183
107.53237410071942,,119.77,183
114.34099616858238,,124.8,183
138.69767441860466,204.0,231.68,183
101.19932432432432,,148.62,183
122.27868852459017,,155.88,183
136.99537037037038,,179.63,183
177.27810650887574,148.0,254.21,183
183.16564417177915,133.0,272.82,183
146.12254901960785,184.0,221.05,183
129.07327586206895,,171.91,183
140.5165876777251,188.0,257.33,183
106.84285714285714,,112.96,183
139.11737089201878,162.0,172.52,183
139.43255813953488,200.0,244.1,183
134.7882882882883,186.0,117.12,183
129.47161572052403,128.0,93.79,183
117.90551181102362,,132.83,183
103.4,,146.96,183
111.00371747211896,,129.85,183
120.26506024096386,231.0,184.2,183
103.64236111111111,,106.82,183
182.09756097560975,136.0,259.69,183
