mean_reward,convergence_episode,last_mean_reward,evals
215.45323741007195,118,286.76,190
210.19858156028369,122,272.24,190
175.75294117647059,156,251.84,190
234.70634920634922,105,278.21,190
225.59541984732823,111,288.24,190
240.27642276422765,103,288.21,190
177.0473372781065,150,271.39,190
234.86614173228347,106,290.97,190
205.2896551724138,125,285.25,190
212.07857142857142,120,282.09,190
233.3046875,107,291.27,190
211.65248226950354,121,272.68,190
182.2378048780488,148,256.43,190
188.33962264150944,140,278.51,190
204.73103448275862,125,286.69,190
197.20666666666668,127,285.48,190
190.01282051282053,139,267.35,190
217.83823529411765,116,287.92,190
205.57931034482758,126,277.6,190
169.41142857142856,160,248.68,190
195.65131578947367,130,277.2,190
193.81045751633988,134,283.42,190
232.03149606299212,105,284.51,190
204.86301369863014,126,290.91,190
249.80672268907563,99,288.48,190
