mean_reward,convergence_episode,last_mean_reward,evals
147.2167487684729,172.0,176.05,190
146.53960396039605,190.0,244.94,190
84.37005649717514,,114.15,190
58.72047244094488,,56.05,190
33.176991150442475,,9.4,190
87.25072886297376,,109.22,190
86.36023054755043,,50.38,190
133.02678571428572,187.0,214.86,190
102.9446366782007,,174.51,190
9.889841688654354,,9.43,190
21.744742567077594,,9.23,190
9.701067615658364,,9.29,190
82.60220994475138,358.0,205.96,190
141.18957345971563,197.0,250.55,190
67.97260273972603,,68.63,190
115.24230769230769,240.0,252.53,190
101.70068027210884,,128.17,190
211.18309859154928,123.0,254.67,190
33.5072625698324,,9.52,190
135.58823529411765,,189.68,190
118.04724409448819,,87.63,190
125.3765690376569,,108.87,190
170.08045977011494,159.0,251.03,190
191.25641025641025,113.0,238.01,190
201.3918918918919,123.0,274.48,190
