mean_reward,convergence_episode,last_mean_reward,evals
179.3212121212121,121.0,226.74,190
151.6887755102041,150.0,198.88,190
210.70714285714286,109.0,262.36,190
223.1954887218045,103.0,284.5,190
187.23417721518987,125.0,233.64,190
158.93048128342247,,168.38,190
190.55483870967743,125.0,248.34,190
158.43010752688173,148.0,207.94,190
112.47148288973384,,66.83,190
181.44171779141104,126.0,242.16,190
205.27777777777777,118.0,274.83,190
197.12666666666667,107.0,276.46,190
153.2835051546392,146.0,203.75,190
153.42487046632124,181.0,209.65,190
179.04819277108433,123.0,244.6,190
156.66844919786095,180.0,186.89,190
218.06617647058823,101.0,283.31,190
174.46470588235294,105.0,235.87,190
207.82394366197184,118.0,277.5,190
184.775,111.0,244.26,190
206.78169014084506,108.0,255.82,190
191.66883116883116,126.0,254.48,190
147.98507462686567,136.0,181.62,190
142.33492822966508,163.0,177.7,190
216.16176470588235,113.0,284.42,190
