mean_reward,convergence_episode,last_mean_reward,evals
167.07386363636363,148.0,253.4,156
195.89261744966444,124.0,280.88,156
214.72058823529412,110.0,283.28,156
191.6818181818182,133.0,277.79,156
244.39166666666668,99.0,288.75,156
187.93630573248407,130.0,272.83,156
209.8581560283688,111.0,284.75,156
187.0891719745223,128.0,279.99,156
220.9699248120301,109.0,285.37,156
247.60504201680672,99.0,289.8,156
211.47101449275362,114.0,279.29,156
202.0,112.0,279.7,156
181.80981595092024,131.0,272.6,156
128.7816593886463,,162.75,156
193.4671052631579,127.0,273.55,156
124.5126050420168,,165.41,156
195.35099337748343,130.0,280.2,156
212.28985507246378,112.0,282.29,156
194.47682119205297,130.0,278.35,156
200.36486486486487,109.0,282.36,156
157.6096256684492,185.0,201.36,156
180.87654320987653,144.0,272.08,156
174.90419161676647,141.0,262.79,156
205.43356643356643,120.0,281.31,156
221.84962406015038,106.0,286.69,156
