mean_reward,convergence_episode,last_mean_reward,evals
228.05384615384617,109.0,288.04,190
40.079194630872486,,58.9,190
82.71546961325967,,62.43,190
268.8018018018018,99.0,296.06,190
157.1578947368421,104.0,156.28,190
147.33497536945814,120.0,146.51,190
122.65145228215768,232.0,229.52,190
142.13397129186603,205.0,209.9,190
219.82962962962964,99.0,276.94,190
161.87431693989072,169.0,236.04,190
141.83412322274881,99.0,19.29,190
40.89958734525447,,64.26,190
229.3875968992248,105.0,282.5,190
152.97948717948717,172.0,248.51,190
359.7926829268293,,,190
146.92156862745097,,179.14,190
186.51572327044025,142.0,264.98,190
289.6116504854369,99.0,297.4,190
148.01,189.0,220.72,190
55.35859519408503,,72.01,190
172.77456647398844,156.0,254.3,190
135.5837104072398,,155.08,190
107.075,146.0,67.24,190
63.25105485232068,179.0,9.44,190
87.85207100591715,,136.6,190
