mean_reward,convergence_episode,last_mean_reward,evals
184.46583850931677,113.0,243.55,190
119.5725806451613,240.0,221.26,190
193.15686274509804,107.0,271.14,190
338.84090909090907,,,190
271.13761467889907,99.0,287.14,190
227.2846153846154,110.0,285.44,190
39.0,,47.09,190
124.26970954356847,,166.3,190
170.20454545454547,99.0,76.5,190
90.8719512195122,,141.45,190
69.24480369515011,,88.86,190
294.970297029703,99.0,297.8,190
286.5728155339806,99.0,294.55,190
68.69655172413793,,77.71,190
71.76019184652279,,90.6,190
98.77591973244147,,180.81,190
339.3333333333333,,,190
131.78571428571428,219.0,212.41,190
9.617260186076356,,9.46,190
31.296450939457202,,9.42,190
97.70529801324503,,95.21,190
71.33492822966507,,66.32,190
296.8514851485148,99.0,299.68,190
60.030364372469634,,50.56,190
94.36392405063292,,190.72,190
