mean_reward,convergence_episode,last_mean_reward,evals
183.159509202454,146,265.58,219
167.58522727272728,159,257.38,219
174.73684210526315,153,268.04,219
186.59748427672955,140,265.48,219
170.66857142857143,157,270.44,219
194.07843137254903,134,277.67,219
199.45945945945945,129,269.82,219
164.3901098901099,165,242.99,219
162.01081081081082,169,251.86,219
186.8427672955975,141,266.14,219
158.22994652406416,173,247.38,219
187.70886075949366,140,266.35,219
171.11428571428573,159,251.59,219
168.9659090909091,158,265.21,219
153.89637305699483,191,200.44,219
166.79888268156424,163,256.93,219
183.6319018404908,146,255.95,219
174.8,151,253.11,219
173.9470588235294,152,270.53,219
189.19871794871796,138,271.5,219
176.85029940119762,153,245.3,219
154.984375,178,247.05,219
186.69375,142,260.87,219
178.34337349397592,149,253.24,219
206.73103448275862,126,274.78,219
