mean_reward,convergence_episode,last_mean_reward,evals
118.60240963855422,,94.39,190
187.79617834394904,132.0,270.38,190
185.25786163522014,132.0,260.81,190
158.97837837837838,151.0,250.38,190
243.76859504132233,99.0,290.93,190
209.26241134751774,113.0,285.27,190
212.92028985507247,111.0,284.25,190
250.10256410256412,99.0,288.58,190
192.14473684210526,132.0,269.82,190
136.31627906976743,,158.91,190
173.49112426035504,135.0,249.74,190
167.18857142857144,159.0,247.03,190
196.55333333333334,119.0,270.33,190
163.5,164.0,255.96,190
187.35256410256412,122.0,254.91,190
208.29285714285714,110.0,280.55,190
177.36969696969697,146.0,255.13,190
163.02209944751382,169.0,235.76,190
203.3655172413793,117.0,275.44,190
268.6636363636364,99.0,292.68,190
192.73684210526315,131.0,270.03,190
106.16304347826087,,91.53,190
223.51908396946564,107.0,285.17,190
193.57894736842104,132.0,257.52,190
219.63432835820896,100.0,283.75,190
