mse,mse_test,evals
9.870553952333811,9.878249218743512,162
10.965590554001707,10.419860452713188,162
10.810989500784142,9.857109816566169,162
10.416049675113822,9.566103954725927,162
8.938633755536742,8.22268451273191,162
11.249206907754957,7.607889867844281,162
9.214852057950148,9.004122756283593,162
10.564432225325943,9.31787082030533,162
11.458051623024614,9.236665770668258,162
10.287003333142305,8.647951308736713,162
11.243381568657544,7.95496053007467,162
10.257495161168588,8.810369811816024,162
9.739758528159731,10.318490378536145,162
8.245497716562571,8.455346692500218,162
9.424238768455186,9.210332652196053,162
9.6829481463389,9.316901820127466,162
9.921121158749955,9.960477696397271,162
9.789333270909417,8.418371961241757,162
10.656834382432203,9.859747667694105,162
9.468324422168886,9.415601125663892,162
11.125087844084122,10.421398755003624,162
10.938525306723514,9.362571684629332,162
9.896949742322326,8.817302803633385,162
9.794733948721788,8.60893474114116,162
8.976578759082297,8.232515803312154,162
