mse,mse_test,evals
9.51103891908546,9.048357094012427,132
9.577847357121273,9.47368210741758,132
9.55697677882951,9.568839016699263,132
10.045834299278635,9.330124177739306,132
9.226118833245481,9.97968755505459,132
7.908478807834083,8.38279450031911,132
9.943577355231712,9.592785300564428,132
9.04143270669776,9.14983002007229,132
10.058244221151933,8.876824825168653,132
9.166986050519283,9.392449460299183,132
10.09112200779749,8.508956795102748,132
8.635405508846873,9.559487908686037,132
9.764247435319039,9.008608068471519,132
8.80441363006322,10.463788019293874,132
10.318594964388115,9.5915887979802,132
9.402487911826086,9.45418129380719,132
9.484652008879698,9.654241528583125,132
8.741667929557075,9.339271602712705,132
9.436876448359609,9.125910649190267,132
9.5568336845361,9.558658997147154,132
10.48139277967065,9.714702396531544,132
10.376691046455708,9.651316952480244,132
9.37455993648262,8.940580362025386,132
9.766987127518716,9.716790204170124,132
9.382229906111933,9.29141412477806,132
