mse,mse_test,evals
8.503434616871303,8.36443002434415,186
8.919484127187474,9.577465777268136,186
9.963924453404967,8.303277070479316,186
9.571198709641472,9.194742264070095,186
8.932789155930868,9.327474580512128,186
9.051658775292598,9.673800813753159,186
9.204364130055959,9.895700931827571,186
10.34246708379851,10.002455049207539,186
9.865927080526959,9.456577723912476,186
9.785829875459182,9.518437675875425,186
9.137758363250722,8.36938088784027,186
9.012675799015572,7.7897067550975505,186
8.646670201303628,7.996773535847993,186
10.100592117300955,9.477242534483276,186
9.107752758778425,9.954626729577413,186
9.24841363719259,9.023105428761122,186
8.864664955853181,9.282076975356222,186
9.813067651832394,9.77426956799274,186
9.881714057378154,8.779686774733646,186
10.664381312501016,9.842457682851293,186
9.823502987338111,9.504565308537877,186
9.057573835358268,10.130605962902145,186
8.96090289053332,9.521068950451932,186
9.511200063023004,10.626425693644494,186
10.494582949207294,9.261355257242416,186
